,query
355,21.95820859438823
356,21.118488556627764
357,19.562253985708693
358,18.474608686419877
359,25.228081906717875
360,24.178886969522072
361,22.041234684228012
362,19.595227937208968
363,26.038017348642068
364,24.40386429415389
365,22.562647759504415
366,18.597161816034912
367,20.746409753008823
368,20.81513221056552
369,19.18775249226591
370,23.909563261075455
371,22.648305349770144
372,21.488334727386544
373,22.8982015837976
374,19.813151250186042
375,21.927189076714438
376,24.70652086297116
377,23.717630054843784
378,21.1775118446313
379,20.25529041007982
380,17.572191698845817
381,21.64867953353598
382,14.393966251281203
383,20.284864116816077
384,11.822888558109662
385,15.142892305145566
386,14.310946029023896
387,17.281493834755082
388,12.087847255110178
389,11.300369301001849
390,10.86296312076993
391,9.45493751357118
392,11.43353100504405
393,12.173833554966523
394,11.152592016385258
395,19.082659583413125
396,16.45332726233476
397,19.46640090495336
398,25.494071004431685
399,31.91726556892675
400,30.206237566560496
401,33.98951294444694
402,33.73072106592195
403,33.40330998876107
404,31.967505256755853
405,36.15233028569347
406,32.375008006722595
407,33.234625214881646
408,36.63430065995559
409,36.225720789509666
410,41.11991499828169
411,41.03020848984294
412,40.91256845033244
413,43.70126582784565
414,37.20332627799615
415,37.64035969208783
416,36.235403421954516
417,40.92895525383051
418,40.84075825734848
419,38.442054606091325
420,42.373547003013634
421,38.512435873245025
422,41.89015869496521
423,42.74648536981397
424,41.17516480343764
425,41.800542861246115
426,44.26541534040733
427,39.06687034921693
428,44.230372972113194
429,37.573515668380104
430,36.89382457557492
431,35.79842638608368
432,33.494826174884466
433,31.79149076092095
434,36.29604578975272
435,29.895715554910932
436,33.34257322195669
437,30.432815772497133
438,30.37703938447437
439,27.254643827814597
440,31.923350537752448
441,27.85188855075343
442,26.257591711857007
443,29.971734651912374
444,31.61054271427866
445,27.868034375431925
446,32.041314983319126
447,34.383473451586326
448,40.02162576611336
449,38.582703082555824
450,43.01268373636948
451,47.55469439533144
452,42.352660462896694
453,42.352660462896694
454,45.036984013361966
455,44.73872584108805
456,44.142209496540204
457,45.33524218563589
458,43.24743497971844
459,47.12479121927941
460,43.843951324266285
461,39.07182056788356
462,46.52827487473157
463,44.142209496540204
464,47.42304939155333
465,43.24743497971844
466,44.73872584108805
467,40.224200993327
468,39.8573927280718
469,43.4398652010247
470,42.01467744231084
471,41.74027656697843
472,43.03345470096947
473,44.78392707524056
474,41.71773950786688
475,44.72400679628912
476,42.41154574332961
477,39.297149021897106
478,37.00342471380517
479,35.12175958704881
480,33.256415705942565
481,29.786716756845944
482,29.885125405025093
483,29.991192975456283
484,27.65946345026456
485,27.550228942373256
486,25.362515512137538
487,25.17510860256403
488,25.164348918504956
489,22.393577622318617
490,21.75655209993327
491,17.16188797469755
492,16.8447328076275
493,17.671141686347205
494,20.906433194328873
495,23.840608011255032
496,21.57658145081222
497,24.05234490767695
498,26.851059859766835
499,28.84644410738988
500,29.564035404980572
501,32.494357615680606
502,33.7707255834924
503,33.78982436339511
504,30.91692001069958
505,32.17993590158588
506,30.25933359241791
507,31.788320795000523
508,28.405765236615622
509,31.658339987585418
510,32.165238971594086
511,27.992033443610293
512,28.868634360712363
513,29.380433355465488
514,27.47771625747611
515,24.769610588606675
516,23.217923594702754
517,28.079399244669414
518,26.982159670424938
519,25.080767477779858
520,23.558188504348166
521,29.76511470444411
522,25.625838489808256
523,21.66208428346634
524,26.916695949091082
525,24.54156640679552
526,21.041995865485173
527,22.128779032481724
528,20.77575845145521
529,18.065920006358517
530,13.00683764376988
531,12.328458934610525
532,9.868545512705051
533,15.18904286328105
534,8.246442873003376
535,11.596028423157106
536,6.91859781176201
537,4.556645200736232
538,5.07311513326616
539,4.473872584108805
540,2.6843235504652827
541,6.561679790026247
542,3.2808398950131235
543,0.894774516821761
544,4.772130756382725
545,10.326577561739006
546,7.829523462249757
547,10.979502925092014
548,10.885288543808949
549,15.368300642218657
550,15.901454630112834
551,20.449709090346627
552,17.98873054240396
553,18.459775571676865
554,16.052403584025637
555,19.28526840558766
556,20.837850691709125
557,19.88565067885461
558,22.680871990867224
559,21.978767263020018
560,22.714100526481978
561,19.37294111053122
562,23.474737558215143
563,22.148678042577018
564,19.90703966752295
565,24.92077936175459
566,23.34382175898124
567,18.940967022503823
568,21.410341342325914
569,21.58868243391117
570,19.464357538115383
571,20.000527622360362
572,23.61233826407384
573,22.925320534482985
574,23.99951533944491
575,21.32080328872824
576,23.780947897590988
577,24.266032876857054
578,22.311740195120016
579,19.000820653478417
580,20.200091175226163
581,15.041160770526613
582,18.238494288267976
583,16.088479943001236
584,15.986111330626503
585,13.940788148817958
586,12.80916226364962
587,8.91552038913676
588,15.051592127476683
589,15.158219831243619
590,11.743634555544556
591,12.13791353673596
592,18.60998183996916
593,11.619745538725862
594,15.395795037354196
595,15.294936962879136
596,18.9442709807946
597,20.77033724382829
598,24.408151635976946
599,26.941739780602173
600,28.19556112679417
601,30.76648024345411
602,31.087180532331367
603,33.73062039441999
604,34.974138018767
605,36.47597862882567
606,34.195598624352236
607,35.36036018500469
608,34.58925607010118
609,35.37387750969403
610,34.595422367977285
611,41.652716780214234
612,39.432689392214385
613,38.92573194796502
614,40.17088147282678
615,42.98835854977794
616,39.49741675470493
617,39.12949631875364
618,35.77435087188184
619,36.07540401652754
620,41.21294944965201
621,39.148450294173955
622,41.33195750532579
623,41.58185984314028
624,45.06375029928755
625,45.36947814589941
626,41.549268066673086
627,41.10484363046493
628,42.379628583266204
629,40.78986424463601
630,35.34238198925897
631,36.34467905898661
632,36.43942829333878
633,34.15088160254054
634,33.89091518371454
635,35.24784999881744
636,33.32389064062341
637,33.39174848118948
638,31.243399457659546
639,29.014476753856826
640,31.003660443783446
641,28.137399507466473
642,25.070823843495347
643,27.615499126996994
644,28.08579890218021
645,30.031577797468234
646,33.92116412689549
647,35.07563330308663
648,37.130234458118785
649,46.713989502366964
650,43.37095283068384
651,41.33144486098636
652,46.82653304700548
653,43.843951324266285
654,39.6683369124314
655,45.33524218563589
656,44.44046766881413
657,44.44046766881413
658,45.036984013361966
659,41.45788594607492
660,41.45788594607492
661,48.91434025292293
662,42.94917680744452
663,45.93175853018372
664,40.86136960152709
665,42.650918635170605
666,41.45788594607492
667,41.68257257316484
668,42.52255006903565
669,43.43597839441371
670,43.81319029301709
671,45.93174096289157
672,43.644470372179484
673,42.700572085463605
674,43.49447079751163
675,39.022859705702
676,42.05741724137305
677,41.0129093954181
678,37.51492914213738
679,34.43710188209647
680,30.190208736292128
681,31.204442682544688
682,29.22748940885589
683,32.62585431589903
684,28.810597174685665
685,24.528472102402333
686,22.935310672606487
687,23.33970722280915
688,23.92100667221519
689,22.342327113281595
690,19.324439203854787
691,21.602308772949517
692,22.795889882504095
693,17.97938153869884
694,18.85353491055518
695,23.599022567155448
696,18.665605646204636
697,23.533150338354364
698,26.626065200695802
699,25.92468652129784
700,28.712268465965234
701,26.851166458548665
702,31.391484933021843
703,28.11822666714922
704,31.503999754915913
705,29.48777905808574
706,29.959136814831147
707,27.916121402625496
708,28.41593704791537
709,28.98452905996975
710,27.69633116050218
711,30.372122948410215
712,28.848418924675272
713,29.34584329951427
714,25.04597336976448
715,26.50847073353424
716,27.643580205591118
717,24.75991451761759
718,26.361515035695525
719,25.967423100624103
720,19.984517494813815
721,21.426867830793654
722,28.620708936617444
723,22.85802350160438
724,23.920440812723513
725,23.314163460915
726,23.074572345828855
727,17.28430223951267
728,20.09649690162965
729,17.68261367780174
730,15.014922729483922
731,14.347382856775445
732,9.216331004178398
733,9.1803415584207
734,7.913085909721852
735,7.686961319212794
736,8.078624093759515
737,6.309161619621679
738,10.699241326399738
739,3.2808398950131235
740,7.158196134574088
741,3.579098067287044
742,5.9651634454784075
743,4.772130756382725
744,4.772130756382725
745,8.309732447623624
746,5.828126078365979
747,11.37037159466433
748,11.869089499408503
749,11.866271182637558
750,15.96120802626965
751,15.718563383101609
752,18.60988598166595
753,19.368220298438594
754,19.640962576668283
755,16.910770295401882
756,16.978413280554225
757,24.086683328826226
758,21.816883977849965
759,21.413691344726516
760,26.31937989634537
761,23.564077466442324
762,21.68675835940786
763,20.644882632799334
764,22.568081979277927
765,24.296280903306197
766,19.739507925888613
767,18.925579968433826
768,21.111418191608944
769,20.11287993250484
770,24.86212078602457
771,21.826776177358663
772,22.753561168196644
773,25.636232527260113
774,23.4129810678177
775,26.082205950232733
776,20.46852345478335
777,21.234767477831923
778,21.35789798501228
779,21.62376979096114
780,19.547485628275037
781,17.680142146843057
782,22.08354433580358
783,13.085548549641759
784,17.76350223155829
785,18.107357318240947
786,14.588085351752113
787,14.865750438540617
788,12.646576628646347
789,12.752734467617502
790,14.115963156445375
791,11.838970183175714
792,13.260489083990528
793,15.242286230428506
794,13.376545192333346
795,19.262688390638225
796,18.751319565404177
797,22.67082397114756
798,25.70795480511034
799,25.84294213436072
800,31.254504056265706
801,31.718312895864084
802,29.33782836362958
803,36.14540533640325
804,32.910322387629876
805,34.711981096688135
806,32.1391071447556
807,36.29331594684236
808,34.63212850802278
809,36.9079860293326
810,38.21135548641937
811,37.20429955793575
812,39.443490005105524
813,42.20262063652241
814,41.05027447822696
815,42.0728619435322
816,38.5840447898315
817,39.120066007600016
818,38.46326952442487
819,38.48147750233455
820,40.649285448891455
821,45.74974872705751
822,40.77352398996187
823,41.013187271008206
824,44.775922110875555
825,42.37584492205892
826,41.81488796323639
827,41.35267053277839
828,42.01988515172063
829,37.742827225367584
830,38.86163584322588
831,37.78617455877686
832,35.50716650954344
833,33.52808025860485
834,34.170310786235724
835,29.86268604531936
836,33.901562047253194
837,34.26265746213387
838,25.846198593494204
839,27.493530925107848
840,30.680829343613286
841,29.020065721389514
842,31.341386021063332
843,27.944576567832314
844,28.737612219929385
845,32.79237215013253
846,38.18747968058171
847,36.06605835526271
848,39.60712158238135
849,42.317780626875134
850,38.06152538103758
851,44.055171986518744
852,43.545693151992374
853,40.56311142925316
854,41.159627773801006
855,42.94917680744452
856,43.545693151992374
857,42.05440229062277
858,47.42304939155333
859,42.94917680744452
860,47.72130756382726
861,45.93175853018372
862,42.650918635170605
863,45.63350035790981
864,47.72130756382726
865,44.44046766881413
866,46.52827487473157
867,42.843160241272365
868,41.6092170788017
869,46.71351828792522
870,44.12082246736096
871,42.070348266087535
872,44.85176381524619
873,42.1079398719531
874,43.18259311495268
875,41.97031095488883
876,39.6146695788548
877,35.27162286400922
878,37.131375393228964
879,34.945519871010276
880,30.405156218372234
881,29.34180369908851
882,30.06164283105559
883,26.313166060324516
884,24.59329285926656
885,24.787558419049166
886,23.490534348940056
887,24.78494047971957
888,23.274054917032586
889,22.88766948265854
890,21.06830011055868
891,15.902607969605672
892,17.41412936095118
893,17.393852827216463
894,21.87198392311851
895,20.375604914230667
896,24.702790757036635
897,26.593076098137125
898,27.593751089605934
899,28.07268426002209
900,26.964956463619064
901,34.03233115810809
902,28.415149033085328
903,28.41146944560763
904,29.10844896590423
905,29.778375543078447
906,29.65922323056858
907,29.71108843561947
908,32.60183994496983
909,30.78448429243577
910,26.80617815343979
911,31.260396834977623
912,32.406706029986104
913,26.92465947351114
914,27.087771260071246
915,28.84379889011884
916,29.981685087328074
917,25.616549542618458
918,26.934540707765162
919,20.88953053705478
920,21.779930948662663
921,22.931280595377913
922,27.439752724478726
923,23.75516347738692
924,25.99380115899026
925,26.26151621723041
926,20.93075397849341
927,21.387010689841734
928,14.94311225235197
929,15.211575980881863
930,14.339030641792945
931,15.472037602653987
932,14.529807280625143
933,7.944194044946077
934,9.966030062485613
935,8.251796618308155
936,7.150717019029804
937,8.956275252461396
938,8.570558110674002
939,6.263421617752327
940,3.2808398950131235
941,5.070388928656645
942,7.158196134574088
943,7.7547124791219275
944,8.05297065139585
945,4.5041091816756005
946,9.195811384283768
947,8.182183501134809
948,10.46649195055177
949,16.714856559755084
950,17.809760463719876
951,18.44314788411697
952,15.054870053289813
953,17.59204028480891
954,20.246911883494956
955,18.115561092442828
956,21.17224690317285
957,17.848956160529564
958,21.251284014357562
959,20.25200455990703
960,23.660905672374174
961,22.982569618159673
962,24.96858431235612
963,21.228378311490417
964,22.246223284204188
965,23.07522995718902
966,21.80236595636727
967,21.893289287465443
968,21.40965597814475
969,18.935955298987118
970,18.628254754416826
971,23.354906751435646
972,19.806763760071554
973,23.276213349409268
974,22.229156162407673
975,24.281069943872023
976,24.910031533965057
977,23.869848162196973
978,21.00032194279939
979,21.264212233640716
980,18.596965662980388
981,18.231816805008314
982,19.66569295458712
983,18.73251803029453
984,17.155052900730066
985,14.817490677658965
986,13.086030995456655
987,13.657596011216548
988,10.837969968316106
989,14.224701103719823
990,13.207830203729955
991,17.505863724022234
992,12.087517679296
993,17.07629357342816
994,17.3234222393239
995,17.862543026713723
996,19.45355598195031
997,17.413132663041647
998,28.49869238598396
999,27.427831278975532
1000,30.733577077828027
1001,35.65198224760146
1002,31.465255114171384
1003,31.699930696966604
1004,32.934264781893944
1005,37.12376617411698
1006,33.065473315830026
1007,36.3317470965056
1008,36.762910188443215
1009,38.44197124951699
1010,41.82692764147764
1011,39.615278328119416
1012,40.0501955834432
1013,40.70683588948392
1014,40.13977340165622
1015,41.753820027552045
1016,39.46046248339632
1017,39.11112323724394
1018,37.87196412808698
1019,39.396849274445024
1020,41.279061443986926
1021,40.42082730142718
1022,46.47826557610896
1023,45.216070368677464
1024,39.71515726786221
1025,43.5569372320777
1026,45.062281231634
1027,39.51210388669326
1028,35.694701559331776
1029,42.748809235257745
1030,37.012558950614036
1031,36.842076630594995
1032,35.76842788729534
1033,33.80043673088962
1034,35.04641703417319
1035,31.337448162736408
1036,30.303452233359536
1037,30.9577360092412
1038,27.60706037395751
1039,32.23607793971331
1040,30.060094780041577
1041,31.991189150530893
1042,32.840700445010846
1043,31.257226490341736
1044,32.074686456509006
1045,34.95737345584728
1046,33.20817782322949
1047,38.24950721231275
1048,40.29407745843406
1049,40.60523466490476
1050,43.488598674137585
1051,42.304262139904544
1052,46.82653304700548
1053,47.72130756382726
1054,45.036984013361966
1055,46.230016702457654
1056,42.94917680744452
1057,40.56311142925316
1058,44.142209496540204
1059,42.94917680744452
1060,47.72130756382726
1061,45.036984013361966
1062,46.52827487473157
1063,44.44046766881413
1064,37.87878787878788
1065,41.45788594607492
1066,43.24743497971844
1067,41.91642290302495
1068,47.25817387561764
1069,41.34215379290209
1070,45.32362943081721
1071,41.19163733186463
1072,41.286673785957795
1073,45.69034236571712
1074,43.168165310371556
1075,44.61861532053245
1076,41.644988842932484
1077,45.03917976925483
1078,37.94058390586878
1079,32.76966968409739
1080,31.813459780436826
1081,31.058741389888215
1082,32.08932561965688
1083,27.755579620952542
1084,32.00825799509879
1085,27.432705736035388
1086,27.02818216743157
1087,22.949129171940207
1088,21.7322087059617
1089,23.731356710247276
1090,18.63691809491741
1091,18.256545178081335
1092,20.68275603063939
1093,18.00236406759252
1094,16.54015709544891
1095,20.135507189230534
1096,22.389147694730323
1097,25.179135660222727
1098,31.543653080742605
1099,26.640941837027412
1100,27.304679024908314
1101,32.26500934186476
1102,32.29818114751454
1103,30.792207576754276
1104,31.186732242636026
1105,27.981343258107486
1106,32.64043446311174
1107,31.506312996617744
1108,28.734881066954898
1109,28.40870900872918
1110,33.372127431520724
1111,30.656849858410382
1112,29.999234137464832
1113,29.871599914838374
1114,27.637956536927064
1115,27.89825107428533
1116,26.056635340776822
1117,23.7893742573168
1118,20.051751896448962
1119,22.672186940659554
1120,25.365320843135827
1121,26.82188515513119
1122,24.170762929401423
1123,23.756976288736215
1124,28.364639764734964
1125,24.137621346662428
1126,21.470485079299483
1127,19.22574870723854
1128,17.54420280233367
1129,16.91624087499008
1130,10.382653818307404
1131,14.509394040944473
1132,13.282129166973297
1133,6.708463288225472
1134,10.229652573077763
1135,7.027105072258628
1136,8.608744828191947
1137,8.918888660484122
1138,7.6348166036226255
1139,5.6669052732044864
1140,5.9651634454784075
1141,6.561679790026247
1142,5.368647100930565
1143,4.772130756382725
1144,6.561679790026247
1145,5.173118000188399
1146,7.791786379151852
1147,11.257442438571617
1148,9.958322326385847
1149,16.790688736325997
1150,16.37672095729296
1151,14.903590902054878
1152,18.06098592341421
1153,18.201635554379706
1154,18.466778088518893
1155,18.72403313947
1156,17.313411899198265
1157,25.92789376680983
1158,18.59799886047208
1159,22.0727952574884
1160,26.668995976679504
1161,23.891833950045513
1162,24.37247024424456
1163,22.109621620832186
1164,20.43276449714989
1165,19.766347889263375
1166,20.882920308245588
1167,20.984164832205455
1168,19.91899142937786
1169,17.461387834263736
1170,19.553014255566097
1171,20.707549509777138
1172,25.50922608444035
1173,27.47732014446123
1174,21.342808695962137
1175,23.67210778917392
1176,21.59605355034514
1177,22.925282697129703
1178,21.537283444767766
1179,17.325643917650012
1180,17.64679815047772
1181,13.415348314721186
1182,10.686679944689088
1183,14.239117183657596
1184,13.862496776470664
1185,13.01892575018893
1186,12.776867443324287
1187,13.940544750587419
1188,14.397908867648619
1189,9.135093876413768
1190,15.282669372849812
1191,11.83963117020251
1192,14.792816545169757
1193,16.22699417716318
1194,14.113061030519571
1195,12.884038442718785
1196,22.840514067599134
1197,21.699705055903365
1198,26.815187477984885
1199,27.520784377570674
1200,26.93103634677446
1201,31.830198361628288
1202,32.69733900251203
1203,30.23672723847178
1204,31.765135500051027
1205,32.07927182987525
1206,33.09734246464385
1207,38.458231581145796
1208,33.5251388924275
1209,39.08104891245404
1210,37.985675764073704
1211,40.236160891447845
1212,41.252806164377745
1213,39.80703042249767
1214,42.211519075172376
1215,37.25911426859083
1216,35.26674329359124
1217,39.40093393700617
1218,44.43947274670499
1219,36.73370770232654
1220,36.54058755020908
1221,39.86413004354679
1222,42.041968638901494
1223,42.55842888042832
1224,41.5135181044033
1225,43.54410808231563
1226,42.045450963661445
1227,42.741350972298385
1228,35.63267608283511
1229,39.4036230610006
1230,35.462065243332084
1231,32.02109782893817
1232,33.047595944311084
1233,34.371428303280716
1234,29.659287579962676
1235,29.53135088188775
1236,33.565109294011016
1237,33.02124635080332
1238,26.9817293160957
1239,29.82051026000064
1240,22.878047214837494
1241,29.892584655727358
1242,28.375741485826957
1243,31.29002835758264
1244,30.04404534870705
1245,32.35095581310158
1246,35.387442833726055
1247,34.766026034443804
1248,43.068444934925296
1249,41.27808510473033
1250,41.160164104855525
1251,39.95607591020787
1252,48.01956573610117
1253,43.545693151992374
1254,44.73872584108805
1255,44.73872584108805
1256,44.142209496540204
1257,43.24743497971844
1258,43.24743497971844
1259,43.24743497971844
1260,44.142209496540204
1261,46.82653304700548
1262,38.77356239560964
1263,44.73872584108805
1264,45.33524218563589
1265,43.24743497971844
1266,44.142209496540204
1267,45.16578992088609
1268,44.55651385342606
1269,40.14698186644359
1270,41.75469580492975
1271,40.90952917737859
1272,41.59867317898232
1273,44.79828111193819
1274,38.679050341196145
1275,39.511318707423605
1276,39.200636392616246
1277,40.48977410187709
1278,38.45127707511773
1279,33.27821069728556
1280,40.678549689702386
1281,32.77616108436261
1282,27.257565038447236
1283,28.005343461582353
1284,29.282637650750733
1285,27.39351757025743
1286,22.214439381673294
1287,25.288728410810748
1288,22.576314048077638
1289,21.890817353692437
1290,17.10069420280566
1291,20.01464440472043
1292,20.671450040967784
1293,19.208399961886904
1294,17.770957395125908
1295,21.089168849439538
1296,24.84802085013727
1297,24.958218458803227
1298,24.755881926108735
1299,26.99809810087893
1300,29.43317614591561
1301,30.496950610063784
1302,30.215488966707635
1303,26.90922337886768
1304,31.773696339129806
1305,29.16707778105278
1306,29.358510508991905
1307,29.722693195709656
1308,29.04363755456244
1309,28.418873300587006
1310,36.3586179568433
1311,33.631865886297106
1312,32.363297648713626
1313,28.045892534489514
1314,29.380862943385136
1315,26.057904948506987
1316,26.30747841575814
1317,27.331367017855627
1318,29.27554616349923
1319,20.876351774953115
1320,22.38944820738195
1321,22.957890031881735
1322,24.18237256564921
1323,24.05648320879259
1324,25.962561476849714
1325,28.87280601820573
1326,19.325125130230816
1327,22.13433808834968
1328,19.250294813394532
1329,15.041908126644817
1330,17.462193124908143
1331,14.740295399901427
1332,9.052392586256452
1333,7.26269191167934
1334,10.791752275214977
1335,9.381526237575281
1336,10.364896146184925
1337,8.284809894034561
1338,3.7164085419137227
1339,5.070388928656645
1340,8.35122882366977
1341,1.789549033643522
1342,4.772130756382725
1343,1.4912908613696019
1344,2.3860653781913626
1345,9.720230977657263
1346,8.17771561814401
1347,9.262322007245201
1348,14.221923557619974
1349,19.550213800757447
1350,17.925509332268753
1351,17.62674013353031
1352,18.680497528193712
1353,18.81095184704808
1354,17.5814112324935
1355,19.034451181690486
1356,17.33223658272707
1357,20.28722405003564
1358,17.73437677000442
1359,20.612632084505673
1360,22.518540728350327
1361,17.642378417265682
